product_id,product_name,category_id
OFF-EN-10002831,Tyvek  Top-Opening Peel & Seel  Envelopes  Gray,13
OFF-PA-10001763,Xerox 1896,14
OFF-BI-10002072,Cardinal Slant-D Ring Binders,17
OFF-FA-10001561,Stockwell Push Pins,16
TEC-MA-10004241,Star Micronics TSP800 TSP847IIU Receipt Printer,6
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,1
OFF-FA-10000735,Staples,16
OFF-BI-10003350,Acco Expandable Hanging Binders,17
TEC-PH-10000307,Shocksock Galaxy S4 Armband,2
TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,5
FUR-FU-10001852,Eldon Regeneration Recycled Desk Accessories  Smoke,15
OFF-AR-10003759,Crayola Anti Dust Chalk  12/Pack,3
OFF-ST-10004337,SAFCO Commercial Wire Shelving  72h,7
FUR-TA-10001932,Chromcraft 48 x 96 Racetrack Double Pedestal Table,8
FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,10
TEC-PH-10004700,PowerGen Dual USB Car Charger,2
OFF-BI-10003429,Cardinal HOLDit! Binder Insert Strips Extra Strips,17
FUR-FU-10004952,C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back  8-1/2x11  25/Bx,15
OFF-PA-10003172,Xerox 1996,14
OFF-ST-10002352,Iris Project Case,7
OFF-PA-10002259,Geographics Note Cards  Blank  White  8 1/2 x 11,14
OFF-BI-10002976,ACCOHIDE Binder by Acco,17
OFF-BI-10003694,Avery 3 1/2 Diskette Storage Pages  10/Pack,17
OFF-LA-10004425,Staple-on labels,12
FUR-CH-10001270,Harbour Creations Steel Folding Chair,10
TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,2
OFF-AR-10001919,OIC #2 Pencils  Medium Soft,3
TEC-PH-10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,2
OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,17
OFF-ST-10002344,Carina 42Hx23 3/4W Media Storage Unit,7
TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,2
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,10
OFF-PA-10000682,Xerox 1924,14
FUR-FU-10002268,Ultra Door Push Plate,15
TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,11
FUR-CH-10004540,Global Chrome Stack Chair,10
OFF-ST-10002292,Sauder Facets Collection Locker/File Cabinet  Sky Alder Finish,7
OFF-AR-10004999,Newell 315,3
OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,17
OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,17
FUR-FU-10001867,Eldon Expressions Punched Metal & Wood Desk Accessories  Pewter & Cherry,15
TEC-PH-10002200,Samsung Galaxy Note 2,2
TEC-PH-10000439,GE DSL Phone Line Filter,2
OFF-PA-10001685,Easy-staple paper,14
OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,7
OFF-ST-10000676,Fellowes Econo/Stor Drawers,7
OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,3
OFF-EN-10003055,Blue String-Tie & Button Interoffice Envelopes  10 x 13,13
TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,5
FUR-FU-10000076,24-Hour Round Wall Clock,15
FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,15
FUR-FU-10003691,Eldon Image Series Desk Accessories  Ebony,15
OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,3
TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,2
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,17
OFF-EN-10004955,Fashion Color Clasp Envelopes,13
FUR-TA-10004619,Hon Non-Folding Utility Tables,8
FUR-BO-10004467,Bestar Classic Bookcase,9
OFF-AR-10002280,Staples in misc. colors,3
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,10
OFF-AR-10000462,Sanford Pocket Accent Highlighters,3
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,2
FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,15
FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,15
OFF-ST-10003716,Tennsco Double-Tier Lockers,7
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,2
OFF-BI-10004236,XtraLife ClearVue Slant-D Ring Binder  White  3,17
OFF-AR-10000422,Pencil and Crayon Sharpener,3
OFF-PA-10002870,Ampad Phone Message Book  Recycled  400 Message Capacity  5 ¾” x 11”,14
OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,7
OFF-BI-10002854,Performers Binder/Pad Holder  Black,17
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,10
TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,11
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,3
TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,11
TEC-AC-10000023,Maxell 74 Minute CD-R Spindle  50/Pack,11
TEC-PH-10003505,Geemarc AmpliPOWER60,2
OFF-LA-10000121,Avery 48,12
OFF-BI-10002026,Avery Arch Ring Binders,17
OFF-PA-10000994,Xerox 1915,14
OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,17
OFF-AR-10004817,Colorific Watercolor Pencils,3
OFF-AR-10001860,BIC Liqua Brite Liner,3
OFF-BI-10004970,ACCOHIDE 3-Ring Binder  Blue  1,17
OFF-PA-10002968,Xerox 1973,14
FUR-BO-10003433,Sauder Cornerstone Collection Library,9
FUR-FU-10002554,Westinghouse Floor Lamp with Metal Mesh Shade  Black,15
TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,2
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,1
FUR-CH-10003846,Hon Valutask Swivel Chairs,10
OFF-LA-10001404,Avery 517,12
OFF-LA-10001474,Avery 477,12
OFF-PA-10003072,Eureka Recycled Copy Paper 8 1/2 x 11  Ream,14
FUR-FU-10004960,Seth Thomas 12 Clock w/ Goldtone Case,15
TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,11
OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,1
OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,14
OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,17
OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,3
OFF-AP-10001303,Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day  Extended Life Filter,1
OFF-ST-10002574,SAFCO Commercial Wire Shelving  Black,7
FUR-FU-10004018,Tensor Computer Mounted Lamp,15
TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,2
OFF-PA-10004911,Rediform S.O.S. 1-Up Phone Message Bk  4-1/4x3-1/16 Bk  1 Form/Pg  40 Messages/Bk  3/Pk,14
TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,6
OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,3
OFF-LA-10000262,Avery 494,12
OFF-PA-10000466,Memo Book  100 Message Capacity  5 3/8” x 11”,14
OFF-AR-10003829,Newell 35,3
OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,17
OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17
OFF-ST-10000649,Hanging Personal Folder File,7
OFF-PA-10003641,Xerox 1909,14
FUR-CH-10002961,Leather Task Chair  Black,10
OFF-PA-10004041,Its Hot Message Books with Stickers  2 3/4 x 5,14
TEC-PH-10001336,Digium D40 VoIP phone,2
TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,6
TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,11
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,11
OFF-BI-10000042,Pressboard Data Binder  Crimson  12 X 8 1/2,17
FUR-TA-10003008,Lesro Round Back Collection Coffee Table  End Table,8
OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,1
OFF-PA-10000806,Xerox 1934,14
OFF-AR-10000896,Newell 329,3
TEC-PH-10002310,Panasonic KX T7731-B Digital phone,2
OFF-ST-10002289,Safco Wire Cube Shelving System  For Use as 4 or 5 14 Cubes  Black,7
OFF-PA-10001289,White Computer Printout Paper by Universal,14
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,16
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,13
FUR-TA-10002958,Bevis Oval Conference Table  Walnut,8
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,8
OFF-BI-10000822,Acco PRESSTEX Data Binder with Storage Hooks  Light Blue  9 1/2 X 11,17
OFF-PA-10004888,Xerox 217,14
FUR-TA-10002622,Bush Andora Conference Table  Maple/Graphite Gray Finish,8
OFF-PA-10000418,Xerox 189,14
FUR-TA-10001039,KI Adjustable-Height Table,8
OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,3
OFF-BI-10002867,GBC Recycled Regency Composition Covers,17
FUR-FU-10003976,DAX Executive Solid Wood Document Frame  Desktop or Hang  Mahogany  5 x 7,15
TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,2
OFF-PA-10000501,Petty Cash Envelope,14
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20 x 33 Room,1
TEC-PH-10001750,Samsung Rugby III,2
OFF-BI-10003708,Acco Four Pocket Poly Ring Binder with Label Holder  Smoke  1,17
OFF-BI-10001191,Canvas Sectional Post Binders,17
OFF-PA-10003673,Strathmore Photo Mount Cards,14
OFF-PA-10001639,Xerox 203,14
TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,11
OFF-BI-10004364,Storex Dura Pro Binders,17
OFF-PA-10001712,Xerox 1948,14
FUR-CH-10004289,Global Super Steno Chair,10
TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,2
OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,17
TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,2
OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,17
OFF-BI-10000666,Surelock Post Binders,17
TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,6
OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,17
FUR-TA-10002530,Iceberg OfficeWorks 42 Round Tables,8
FUR-FU-10001473,DAX Wood Document Frame,15
